ko	og	count
K03514	720205at2759	1
K03514	803033at2759	65
K00700	1497203at2759	22
K00700	1575041at2759	1
K00700	165238at2759	36
K05062	144839at2759	64
K14297	1005772at2759	1
K14297	1029178at2759	1
K14297	1060706at2759	1
K14297	1346332at2759	1
K14297	1487241at2759	285
K14297	1562631at2759	26
K14297	930965at2759	5
K14297	93359at2759	40
K07870	538388at2759	34
K16680	1630497at2759	1
K16680	54136at2759	92
K13088	614259at2759	37
K17605		
K25580		
K06949	1394936at2759	5
K11963		
K00927	1417652at2759	25
K00927	838642at2759	39
K01557	1216556at2759	46
K01557	961826at2759	47
K13995		
K00917		
K25655		
K09265	1192094at2759	6
K09265	1609924at2759	9
K09265	893846at2759	2
K09668	1059987at2759	1
K09668	729091at2759	49
K09668	830935at2759	12
K09668	978446at2759	24
K23658		
K13873		
K04626	342693at2759	9
K00527		
K09025	1299087at2759	13
K09025	813395at2759	6
K11029		
K04364	1091250at2759	34
K04364	1405319at2759	4
K04364	1483210at2759	5
K00299		
K02823	1370439at2759	46
K04177	937138at2759	15
K22773		
K18161	1298726at2759	19
K18161	1395543at2759	9
K08489	1182451at2759	28
K08489	407144at2759	2
K16333	1118500at2759	27
K06468	1224957at2759	1
K06468	1442007at2759	18
K06468	1509611at2759	268
K06468	985894at2759	14
K11532		
K05757	1047290at2759	71
K05757	848569at2759	32
K03998	787014at2759	26
K25238		
K04268	550297at2759	55
K04268	890536at2759	1
K01455	1344243at2759	1425
K01455	590036at2759	7
K03996	100680at2759	28
K04638	839892at2759	15
K03400		
K21091		
K01524		
K03239	1410886at2759	19
K03239	865202at2759	24
K19962		
K01813		
K16055	1861130at2759	1
K16055	772297at2759	61
K16253	1140388at2759	27
K04203	869396at2759	8
K04203	877700at2759	9
K04203	903801at2759	31
K19238		
K14147		
K25654		
K20958		
K05076	1151666at2759	23
K00367		
K21248	822110at2759	25
K04486	1037271at2759	3
K04486	509367at2759	15
K14159		
K03657	245505at2759	28
K15293	117172at2759	35
K15293	1430387at2759	30
K15293	230814at2759	15
K15293	234298at2759	85
K10118		
K09445	1576308at2759	317
K09445	648909at2759	71
K01625	1315333at2759	2
K18976		
K25836		
K23584		
K00310	1225872at2759	163
K18727	525700at2759	34
K00227	1249774at2759	25
K00227	1493916at2759	58
K00227	755184at2759	1
K12608	1097883at2759	15
K12608	979502at2759	40
K02389		
K22280		
K00957		
K18912		
K04829	686369at2759	148
K20859		
K18533	362962at2759	11
K18533	38948at2759	20
K18533	76278at2759	1
K18533	989833at2759	1
K02552	372295at2759	4
K02552	38394at2759	5
K19210		
K00453	686369at2759	148
K00453	896211at2759	14
K11538	819314at2759	42
K19226		
K05384		
K12568	67092at2759	26
K08534	583704at2759	39
K01803	1160014at2759	11
K01803	1272577at2759	36
K01803	1463391at2759	48
K24782		
K02560		
K06981		
K24726		
K07359	1044255at2759	35
K07359	856506at2759	25
K08239	851009at2759	16
K10247	1094172at2759	124
K00995	1169813at2759	27
K00995	1358866at2759	15
K00995	1492at2759	103
K08025	1029537at2759	1
K08025	1327265at2759	14
K08025	1600818at2759	1
K08025	422699at2759	34
K08025	858478at2759	34
K18866		
K07939	1271528at2759	140
K07939	1362554at2759	122
K07939	724242at2759	71
K10969	527450at2759	5
K00547	599276at2759	99
K00547	731388at2759	54
K08447	1432933at2759	15
K08447	1482534at2759	9
K04172	1015751at2759	6
K04172	910274at2759	55
K02975	1507385at2759	21
K02975	1552294at2759	33
K04692	327469at2759	62
K15944		
K02042		
K15047	1628171at2759	154
K15047	778148at2759	38
K19461		
K14954		
K01208		
K06759	655902at2759	55
K17130		
K14484	1104776at2759	5
K14484	1118150at2759	2
K14484	1178757at2759	3
K14484	1203421at2759	3
K14484	1203639at2759	9
K14484	1208467at2759	2
K14484	1210341at2759	11
K14484	1255110at2759	1
K14484	1265494at2759	15
K14484	1277419at2759	13
K14484	1314275at2759	2
K14484	1334250at2759	1
K14484	1365348at2759	1
K14484	1436796at2759	7
K14484	1440216at2759	5
K14484	1441888at2759	1
K14484	1463593at2759	2
K14484	1470772at2759	2
K14484	1486853at2759	6
K14484	1517788at2759	1
K14484	886866at2759	27
K14484	960934at2759	14
K10165	1370280at2759	3
K10165	88836at2759	29
K02267	1380409at2759	27
K02267	1410356at2759	7
K02267	1538520at2759	10
K02267	1586678at2759	33
K20181	87842at2759	25
K08761	463931at2759	8
K17988	119234at2759	12
K17988	1316188at2759	8
K17988	1400930at2759	17
K17988	1489997at2759	3
K17988	222663at2759	1
K17988	510957at2759	5
K17988	881551at2759	21
K19969		
K10170	303561at2759	15
K10170	826997at2759	952
K10170	96378at2759	13
K05755	1351067at2759	22
K05755	317699at2759	4
K25202		
K19439		
K12400	250202at2759	54
K12400	598949at2759	22
K12400	751651at2759	32
K02418		
K13867	439017at2759	138
K13867	621852at2759	182
K13867	867824at2759	38
K12743	4243at2759	21
K05695	220353at2759	35
K05695	411281at2759	407
K05695	707342at2759	21
K05695	96595at2759	21
K19769	1187096at2759	203
K04865	926074at2759	43
K21723		
K15376	1114121at2759	25
K15376	793044at2759	5
K22745		
K14236		
K04285	1153238at2759	31
K04285	704940at2759	83
K04285	732872at2759	31
K04285	907115at2759	47
K11129	1538526at2759	24
K13084	1346704at2759	20
K21269	803053at2759	26
K17241		
K09883		
K14151		
K02904	1508529at2759	6
K02904	1587320at2759	1
K02904	588360at2759	26
K04782		
K05862	938262at2759	77
K05947	1158782at2759	1
K06231	728630at2759	38
K18487	1318335at2759	5223
K18487	592023at2759	18
K18487	768287at2759	22
K08388	971778at2759	16
K18566		
K17652	1210617at2759	25
K25769		
K21140		
K00589	1510236at2759	5
K00589	958986at2759	6
K17767	1278789at2759	18
K17767	897391at2759	76
K11434	840669at2759	100
K19251		
K21346	853728at2759	67
K19643		
K04173	1294084at2759	50
K04173	1696162at2759	2
K04173	910274at2759	55
K11096	1581611at2759	25
K11096	507604at2759	95
K04422	1212085at2759	1
K04422	1589220at2759	1
K04422	1607686at2759	1
K04422	321528at2759	12
K04422	477955at2759	1
K04422	539311at2759	129
K04422	938929at2759	57
K18388		
K11084		
K01457		
K15436	206228at2759	26
K15436	669254at2759	1
K15436	984738at2759	27
K10774		
K09253	916931at2759	49
K20776	1583424at2759	16
K21621		
K04812	776653at2759	8
K21309		
K15017		
K05217	1128763at2759	64
K15590	1211990at2759	39
K04136	1095345at2759	37
K04136	994073at2759	24
K25626		
K23188		
K12253		
K05460	1314811at2759	1072
K05460	164039at2759	29
K05460	69455at2759	4
K13294	904682at2759	363
K05646	131191at2759	165
K02775		
K12234		
K25599		
K07667		
K06691	1479349at2759	23
K06691	668004at2759	14
K13994		
K13756	904682at2759	363
K19010	365003at2759	53
K00487	176060at2759	48
K00487	702827at2759	1009
K13823	1370439at2759	46
K13823	1379813at2759	45
K14016	1134444at2759	34
K14016	1451749at2759	1
K14016	304754at2759	11
K14016	710785at2759	28
K05917	572303at2759	59
K05917	614788at2759	20
K05917	825914at2759	133
K05917	864748at2759	28
K25278		
K07518		
K13029	702827at2759	1009
K01719	1214127at2759	5
K01719	1423947at2759	4
K01719	1557657at2759	16
K22434		
K06105	443898at2759	19
K15552		
K02948	1303296at2759	23
K14564	632707at2759	55
K18148		
K04307	559381at2759	49
K04588	651627at2759	117
K04517		
K00078	943656at2759	31
K02372	1378953at2759	7
K21770	1223395at2759	5
K21770	1570520at2759	26
K21770	993640at2759	233
K01358	1094856at2759	32
K01358	1274502at2759	56
K01358	1856308at2759	1
K01358	611758at2759	60
K10220		
K15896		
K13271		
K01859	1035118at2759	1
K01859	1158490at2759	6
K01859	1381233at2759	4
K01859	1541328at2759	5
K16384		
K22270		
K14472		
K00655	1623097at2759	36
K06560	1134036at2759	2
K06560	1345294at2759	4
K06560	1509611at2759	268
K06560	29241at2759	58
K06560	3402at2759	3
K06560	555122at2759	17
K06560	782341at2759	16
K06560	888666at2759	2
K06560	9574at2759	1
K06560	997966at2759	11
K14544	1273723at2759	59
K14544	176625at2759	21
K03068	1201198at2759	2
K03068	121310at2759	32
K03068	314267at2759	12
K18368	1285824at2759	73
K18368	919091at2759	91
K10366	72477at2759	39
K24622		
K17491	388216at2759	46
K22640		
K02344		
K00618	132523at2759	72
K00618	769117at2759	10
K12505	1592225at2759	21
K12505	858404at2759	13
K16166	1072169at2759	4
K18396		
K04506	1174688at2759	10
K04506	1285241at2759	1
K04506	1334337at2759	15
K04506	1509194at2759	2
K04506	445680at2759	5
K04506	558462at2759	1
K04506	780610at2759	58
K04506	842337at2759	1
K04506	865584at2759	1
K04506	918518at2759	154
K14405		
K00969		
K14557	367609at2759	21
K06696	1251022at2759	28
K18792		
K13511	589285at2759	22
K13511	954643at2759	1
K21022		
K05066	1201451at2759	13
K07665		
K00869	1196330at2759	18
K00869	1233632at2759	248
K08090	1155741at2759	4
K18015		
K01027	460209at2759	39
K19727		
K08926		
K07637		
K11956		
K04845	1041959at2759	1
K04845	1345300at2759	8
K13519	881262at2759	73
K13513	959325at2759	67
K06124	1454608at2759	30
K10585	1404665at2759	58
K10585	755321at2759	2
K10585	808738at2759	42
K14193		
K01120	1139038at2759	3
K01120	161021at2759	4
K01120	272476at2759	1
K01120	792408at2759	1
K01120	904682at2759	363
K23661		
K02410		
K21809		
K07590		
K06672	608077at2759	20
K06672	7137at2759	11
K08198	704438at2759	78
K24856		
K04583	651627at2759	117
K12915		
K01188	1006406at2759	41
K01188	1133775at2759	128
K01188	175854at2759	8
K01188	321444at2759	41
K01188	404674at2759	21
K01188	408001at2759	170
K01188	507564at2759	24
K01188	559385at2759	8
K01188	798314at2759	87
K05299		
K20999		
K10031	1444515at2759	2
K10031	1462231at2759	1
K10031	1537838at2759	6
K07856	1091615at2759	171
K07856	1166960at2759	55
K07856	1283500at2759	24
K17747		
K12173	831092at2759	12
K16112		
K13458	1163528at2759	30
K13667	1106728at2759	49
K13667	547457at2759	46
K24566		
K05163	672843at2759	35
K22998		
K00979	986336at2759	3
K21256		
K19383	1569580at2759	4
K19383	1573375at2759	18
K19383	804740at2759	43
K22668		
K06591	473040at2759	86
K06591	748842at2759	7
K04510	1325060at2759	19
K04214	1011272at2759	129
K04214	1227732at2759	1
K04214	994073at2759	24
K14452	651396at2759	119
K19434		
K08074	1036373at2759	18
K08074	1499212at2759	53
K08733	253010at2759	18
K08733	66348at2759	5
K10085	434316at2759	47
K10085	693882at2759	71
K20532		
K25659		
K01639	1238597at2759	38
K16650		
K04617	330568at2759	1
K04617	336447at2759	12
K06629	615385at2759	23
K03917	297055at2759	97
K03917	583605at2759	1038
K08590		
K07094		
K15886		
K02495		
K00770	679241at2759	85
K23987		
K23380		
K11891		
K08268	1312049at2759	5
K08268	331262at2759	52
K08268	469209at2759	1
K08268	547545at2759	27
K08268	922461at2759	19
K04807	381858at2759	101
K04807	845098at2759	71
K14727		
K20788		
K05422	1444458at2759	5
K08686		
K18836		
K11192		
K01982		
K18946		
K05279		
K23992		
K00793	1268603at2759	8
K09406	1270467at2759	263
K15348	58687at2759	10
K03989	28894at2759	24
K00251	1016440at2759	178
K20442		
K14387	327628at2759	31
K14387	799628at2759	22
K13807	316811at2759	19
K04131	1245472at2759	71
K04131	732872at2759	31
K23534		
K05508	1060256at2759	4
K05508	693636at2759	1
K15231		
K19633		
K21202		
K18677	860024at2759	35
K09063	571132at2759	33
K12792	483341at2759	15
K04180	900867at2759	43
K04180	937138at2759	15
K00182	540550at2759	24
K00182	745245at2759	61
K20335		
K10318	521317at2759	16
K00093		
K23072		
K21245	1156809at2759	1
K21245	125454at2759	1
K21245	369747at2759	9
K21245	819700at2759	1
K21245	855840at2759	1
K20512		
K06073		
K08390	1169914at2759	7
K08390	846563at2759	2
K05746	1161962at2759	3
K05746	1397283at2759	9
K05746	972128at2759	31
K01598	1225808at2759	26
K01598	357871at2759	150
K02844		
K04718	191811at2759	64
K04718	681139at2759	63
K04718	95273at2759	5
K00127		
K17800	1106507at2759	3
K17800	516860at2759	34
K01986		
K02117		
K06471	419506at2759	14
K20501		
K14949		
K07550		
K06671	167826at2759	46
K25009		
K06858		
K02472		
K02163	1218929at2759	70
K02163	1412946at2759	44
K03654	445763at2759	97
K03654	80253at2759	6
K13869	621852at2759	182
K13869	867824at2759	38
K18152	1460460at2759	23
K06163		
K09186	367902at2759	1
K09186	738155at2759	21
K02017		
K08689		
K05525		
K07179	1010730at2759	21
K07179	1553369at2759	215
K04634	754573at2759	211
K00445	624528at2759	22
K00018	1362349at2759	42
K00018	1378766at2759	74
K20588		
K04493	1457177at2759	8
K04493	1469638at2759	9
K04493	302557at2759	32
K12257		
K08053	145372at2759	60
K05869	330091at2759	611
K00688	240595at2759	47
K08093		
K02765	23785at2759	25
K12366	1282549at2759	62
K12366	234725at2759	37
K21421	936110at2759	88
K10005		
K17514	1118305at2759	15
K17514	1446150at2759	11
K05424	1350528at2759	6
K05424	1543136at2759	1
K05424	1622939at2759	1
K15777	1139968at2759	1
K15777	975313at2759	8
K06472	1246375at2759	12
K06472	866496at2759	48
K16082	1658056at2759	1
K05784		
K06856	1049668at2759	5
K06856	1526667at2759	12
K02232		
K11241	1341150at2759	1
K10575	1116856at2759	27
K10575	1317014at2759	44
K20527		
K02940	1408258at2759	34
K02940	915490at2759	39
K11827	1307450at2759	81
K06215		
K14470		
K02736	1228942at2759	21
K02736	891799at2759	1
K07043		
K20935		
K00043		
K06817	1179815at2759	1
K06817	1376506at2759	1
K06817	1404598at2759	5
K07692		
K20214	1130963at2759	5
K20214	1307793at2759	1
K10583	1412570at2759	30
K10583	776412at2759	1
K21177		
K20921		
K17704	497681at2759	27
K17704	786893at2759	18
K17704	918824at2759	4
K09472		
K08887	182823at2759	21
K02364		
K20537	741207at2759	243
K11337		
K14676	1174558at2759	1
K14676	253518at2759	36
K02438		
K14569	140051at2759	28
K14569	463678at2759	22
K02914	1560737at2759	1
K02914	1564466at2759	1
K02914	1580586at2759	1
K02914	1604181at2759	1
K02914	1644259at2759	15
K02626		
K12609	129093at2759	5
K12609	345177at2759	2
K12609	842217at2759	2
K17390	1454872at2759	7
K17390	961382at2759	1
K13381		
K15801		
K03149		
K01298	524270at2759	133
K10088	1475416at2759	31
K08560	619653at2759	35
K07716		
K14421		
K14981		
K00853	1252682at2759	23
K06683	1290401at2759	185
K06683	196828at2759	1
K23428		
K07160	1349970at2759	1
K07160	327628at2759	31
K04019		
K21336		
K08202	1430447at2759	66
K08202	292012at2759	10
K08202	326501at2759	188
K08202	396963at2759	24
K08202	419975at2759	2
K08202	430696at2759	343
K08202	435631at2759	32
K08202	464838at2759	98
K08202	497052at2759	140
K08202	503593at2759	3
K08202	507222at2759	2
K08202	540452at2759	4
K08202	542533at2759	25
K08202	552415at2759	14
K08202	655566at2759	18
K08202	704438at2759	78
K08202	724235at2759	57
K08202	749998at2759	64
K08202	762280at2759	95
K08202	824050at2759	4
K08202	901786at2759	7
K08202	911338at2759	14
K08202	956763at2759	41
K07800		
K04283	581771at2759	92
K16997		
K06001	591064at2759	14
K15784		
K10922		
K14337		
K21464		
K13343	1033073at2759	13
K13343	1044274at2759	8
K13343	1354887at2759	1
K23129		
K02121		
K10258	1574389at2759	63
K10258	720263at2759	36
K04188	1472827at2759	2
K04188	794531at2759	20
K08968	1489400at2759	5
K08968	394765at2759	31
K20811		
K16134		
K04333		
K01724	1386644at2759	1
K01724	1588292at2759	36
K19603	741207at2759	243
K19603	813396at2759	25
K19603	990896at2759	85
K20577		
K13798		
K13312		
K03161	1146113at2759	9
K02997	1310788at2759	33
K00467	1070422at2759	1
K00467	879633at2759	52
K22451		
K08029	1072653at2759	10
K08029	1292443at2759	1
K08029	1333079at2759	2
K08029	1395808at2759	2
K08029	858478at2759	34
K11216		
K09437	1113327at2759	33
K09437	1380997at2759	1
K12626	1593201at2759	46
K00271		
K22428	1157034at2759	8
K22428	1345259at2759	9
K22428	1380688at2759	1
K10025		
K21208		
K02157	1481971at2759	23
K02157	732602at2759	1
K20551	1576308at2759	317
K11645		
K00041		
K08089	866496at2759	48
K02858	1382176at2759	3
K02858	595675at2759	63
K15921		
K15680	1037001at2759	4
K15680	1089743at2759	19
K15680	1190834at2759	47
K15680	1194344at2759	108
K15680	1313182at2759	101
K15680	1373099at2759	94
K15680	906746at2759	66
K12694		
K11937		
K13804	1419918at2759	24
K15486		
K02908	1318335at2759	5223
K02908	1503991at2759	42
K02908	1510545at2759	89
K20081		
K04100		
K18541		
K17691	467733at2759	159
K03959	1538959at2759	41
K03959	1568057at2759	16
K03959	1641201at2759	1
K20598		
K12331	319635at2759	29
K10933		
K14042		
K11450	1034142at2759	59
K17137		
K08556	333292at2759	9
K08556	615449at2759	16
K22515		
K20728	1100106at2759	2
K05434	1439856at2759	8
K24441		
K22874		
K13515	881262at2759	73
K21266		
K12600	303136at2759	61
K12600	347760at2759	25
K12600	83587at2759	3
K18278	1164887at2759	4
K04042		
K20679		
K14319	1077994at2759	1
K14319	114368at2759	395
K14319	1357476at2759	33
K14319	19417at2759	18
K14319	283061at2759	1
K08045		
K14341	1148347at2759	67
K01135	515367at2759	65
K01135	875384at2759	17
K20981		
K01826		
K02828		
K03406		
K04735	916931at2759	49
K06606		
K04551	1536766at2759	160
K15466		
K12101		
K05133	965164at2759	10
K16110		
K14702	690428at2759	138
K00232	226134at2759	46
K00232	416859at2759	44
K00232	589058at2759	117
K00232	825916at2759	9
K12937		
K05054	1011272at2759	129
K20957		
K07797		
K19856		
K03814		
K02401	1190548at2759	15
K21663		
K20719	1285317at2759	11
K20719	1524629at2759	1
K20719	975258at2759	2
K14152	1578476at2759	4
K14152	313644at2759	3
K20401	303571at2759	23
K22272		
K03896		
K00413	1036414at2759	18
K00413	1174497at2759	22
K00413	1484694at2759	90
K00413	923710at2759	23
K13765	415625at2759	45
K13765	582482at2759	3
K18888		
K02155	1534092at2759	47
K02155	1586384at2759	1
K10255	1060606at2759	50
K10255	577374at2759	35
K10255	971318at2759	51
K06653	1204472at2759	19
K06653	687958at2759	42
K06653	790106at2759	63
K09237	1229475at2759	31
K16824	1246375at2759	12
K16824	866496at2759	48
K18287		
K05894	542271at2759	3
K05894	705978at2759	12
K05894	978998at2759	33
K05894	980269at2759	5
K09810		
K01512	1158787at2759	10
K01512	1502266at2759	37
K01512	1537610at2759	27
K01512	1562867at2759	1
K01512	735423at2759	80
K11615		
K10820		
K08477		
K22776		
K02689	209831at2759	8
K18245	1377476at2759	226
K15893	1378766at2759	74
K15893	700058at2759	37
K15919	1362349at2759	42
K15919	1378766at2759	74
K03023	809282at2759	20
K00316		
K01106	642737at2759	16
K01106	772410at2759	27
K01106	885595at2759	22
K18076		
K07542	960696at2759	20
K22800		
K16676	1040359at2759	4
K16676	1593918at2759	93
K16676	483341at2759	15
K16676	631724at2759	3
K16676	642235at2759	99
K10219		
K24568		
K24007		
K05743	219904at2759	23
K05743	334841at2759	3
K05743	684563at2759	1307
K05743	938929at2759	57
K05743	988822at2759	18
K18605		
K03405	918663at2759	10
K21057		
K08050	1571652at2759	7
K25652		
K23741		
K00037	1016440at2759	178
K16006		
K07796		
K01774		
K02999	591636at2759	64
K05600		
K08506	1423519at2759	8
K07668		
K10194		
K07717		
K17906	196897at2759	26
K17906	203302at2759	2
K17906	316875at2759	29
K17906	40783at2759	4
K17906	54301at2759	2
K17906	85474at2759	1
K00188		
K09693		
K04478		
K01375	1275401at2759	343
K01324	1314811at2759	1072
K01324	1522379at2759	63
K17445	298675at2759	32
K09054	1083011at2759	1
K09054	213963at2759	1
K09054	696548at2759	18
K01243	1236187at2759	8
K01243	1260657at2759	6
K15613	1126341at2759	29
K15613	1569580at2759	4
K12596	1016712at2759	38
K05070	753404at2759	10
K17036		
K15861		
K07363	1047190at2759	43
K07363	154751at2759	1
K07363	173077at2759	59
K07363	226713at2759	4
K08681	1047290at2759	71
K08681	1319510at2759	9
K01300	524270at2759	133
K00507	1096220at2759	27
K00507	1314811at2759	1072
K00507	1438051at2759	4
K00507	19753at2759	21
K00507	495235at2759	33
K00507	971318at2759	51
K21083	1482222at2759	1
K21083	1575018at2759	95
K21083	1594204at2759	5
K03336		
K13699	1555935at2759	40
K13699	616687at2759	158
K17486		
K03201		
K06728	1201127at2759	83
K00637	1275897at2759	115
K15890	1190834at2759	47
K18697		
K22878		
K18797		
K02986	1507367at2759	7
K02986	868631at2759	4
K02263	1040247at2759	33
K02263	131191at2759	165
K02263	1591226at2759	25
K18154	1240467at2759	10
K18154	1246872at2759	21
K15812	365003at2759	53
K01576		
K16915		
K06090	1551105at2759	5
K06090	1610861at2759	1
K06090	1632647at2759	1
K03777		
K06276	1157543at2759	32
K06276	398317at2759	2
K06276	812852at2759	1
K06363		
K15314		
K04463	688282at2759	158
K04463	731133at2759	6
K05417	1469507at2759	8
K04277	1123691at2759	18
K04277	822074at2759	22
K06675	255234at2759	33
K06675	326079at2759	56
K11824	751651at2759	32
K24041		
K14171	1281610at2759	33
K01480	921352at2759	23
K01480	993585at2759	5
K20484		
K20082		
K13299	1320977at2759	20
K09020		
K00040		
K01893	1056670at2759	78
K01893	677307at2759	26
K24305		
K12875	128774at2759	5
K12875	1442157at2759	1
K12875	234835at2759	5
K12875	651035at2759	1
K12875	815609at2759	2
K12875	828911at2759	7
K15818		
K17695	1624054at2759	34
K13328		
K24150		
K19081		
K24266		
K02464		
K12721		
K01921		
K12766	990896at2759	85
K21060		
K15349		
K18876		
K18050	1103720at2759	70
K18050	114368at2759	395
K18050	1290401at2759	185
K18050	1371410at2759	6
K18050	222529at2759	55
K18050	348563at2759	63
K18050	668916at2759	71
K22628		
K18126		
K08399	1431031at2759	10
K08399	257031at2759	28
K08399	340670at2759	31
K08399	826997at2759	952
K04387	985064at2759	47
K21204		
K03875	1046098at2759	130
K03875	1333044at2759	39
K03875	501813at2759	1
K02374	411281at2759	407
K02374	96595at2759	21
K19610		
K14396	1174365at2759	44
K14396	1202220at2759	138
K14396	1314688at2759	6
K14396	1412946at2759	44
K14396	1530583at2759	36
K14396	308204at2759	9
K05043	1029129at2759	81
K12670	975158at2759	22
K00747	758579at2759	22
K10771	1105625at2759	29
K10771	1247820at2759	8
K10771	579544at2759	1
K23494		
K20918		
K19230		
K02770	1243742at2759	7
K09567	1392223at2759	95
K09567	1403619at2759	197
K09567	1470364at2759	1
K02040		
K03533		
K20273		
K04734	1341288at2759	45
K08139	326501at2759	188
K08139	430696at2759	343
K08139	749998at2759	64
K04862	926074at2759	43
K03863		
K03044		
K06718		
K13042		
K17365		
K14365	1300981at2759	173
K14365	642235at2759	99
K22588		
K13563		
K13988	1186086at2759	18
K13988	659174at2759	13
K13988	738147at2759	104
K03193	877221at2759	32
K22187		
K03869	1040292at2759	128
K06097	1175136at2759	36
K19515		
K15233		
K01825		
K07515	1123666at2759	28
K07515	219667at2759	40
K15397	1072378at2759	107
K15397	1239790at2759	24
K15397	426430at2759	114
K15397	663765at2759	12
K15397	801187at2759	69
K15397	94736at2759	60
K15397	950070at2759	45
K00355	1394543at2759	17
K00355	95502at2759	28
K05366		
K09507	1393097at2759	89
K12530		
K07860	1091615at2759	171
K07860	538388at2759	34
K17105		
K09460		
K10426	378952at2759	64
K10426	753907at2759	14
K05339		
K11996		
K23480		
K15366		
K03127	1230999at2759	1
K03127	1473049at2759	1
K03127	1476049at2759	1
K03127	1478135at2759	17
K03127	1575485at2759	15
K05872	1341288at2759	45
K10155	648909at2759	71
K25201		
K22602		
K13054	1582475at2759	11
K11906		
K03128	142542at2759	20
K03120	1005572at2759	1
K03120	1219067at2759	45
K03120	1337238at2759	1
K03120	1352540at2759	20
K03120	954932at2759	1
K25878		
K01738	1016546at2759	79
K01738	1056906at2759	1
K01738	588426at2759	2
K01738	978952at2759	1
K06056	1383750at2759	1
K06056	1389406at2759	2
K14477	798576at2759	6
K22305		
K20325		
K10637	1340284at2759	54
K13744	1176939at2759	50
K13744	204693at2759	2
K07232	1238273at2759	35
K07232	1392423at2759	13
K07232	946082at2759	22
K11751	484599at2759	20
K17644	1259665at2759	76
K17381		
K11414	1407693at2759	19
K04415	681235at2759	9
K11143	1119705at2759	28
K11143	1453532at2759	45
K11143	234690at2759	14
K11143	297526at2759	19
K14596		
K19267		
K22230		
K10428	1278795at2759	14
K10428	1490097at2759	2
K08507	1423798at2759	1
K08507	1442410at2759	20
K08507	1500600at2759	1
K07520	192350at2759	39
K07520	561962at2759	1
K02462		
K04043	1181622at2759	2
K04043	288077at2759	188
K04110		
K14013	1251507at2759	30
K20919		
K02581	1341288at2759	45
K02581	1413914at2759	19
K02581	651575at2759	10
K00640	1254187at2759	8
K00640	1337060at2759	17
K00640	1493038at2759	2
K14625	1502543at2759	1
K14625	1528181at2759	13
K21859		
K16350	1484731at2759	5
K01771	477702at2759	64
K07377	1057873at2759	4
K07377	338397at2759	70
K07377	35129at2759	42
K15864		
K12972		
K09881	1312024at2759	14
K20809		
K20108		
K11176		
K06082	104954at2759	1
K06082	476668at2759	33
K06082	84206at2759	1
K17686	1527306at2759	21
K17686	649559at2759	66
K01565	1273622at2759	54
K01565	1618740at2759	13
K01565	464888at2759	12
K20725	1416658at2759	1
K20725	1487482at2759	1
K20725	1541298at2759	6
K20725	1562533at2759	2
K20725	1569779at2759	2
K20725	1639804at2759	3
K03433		
K02761		
K14144		
K03922		
K09408	1160384at2759	42
K12969		
K04559	104219at2759	30
K04559	1267719at2759	1
K14188		
K21086		
K12453		
K17317		
K06447		
K14143		
K19984	1394336at2759	17
K19984	225235at2759	19
K03055	858478at2759	34
K16961		
K19287		
K25695		
K24530		
K16207	365003at2759	53
K13370	1051625at2759	40
K13370	1074094at2759	46
K13370	1194344at2759	108
K13370	1226147at2759	59
K13370	1373099at2759	94
K13370	1474004at2759	4
K13370	913128at2759	99
K19979		
K22233		
K18686		
K14524	1495746at2759	1
K06693	1405146at2759	21
K12757	1340191at2759	85
K12757	1435392at2759	135
K12757	1470794at2759	97
K15352		
K03222	1401257at2759	17
K24267		
K25324		
K14520		
K00297	1351617at2759	1
K00297	338303at2759	26
K05342		
K14977	980218at2759	4
K13454		
K03028	12226at2759	135
K03028	229956at2759	25
K00591	1542938at2759	25
K00591	97547at2759	14
K01655	882838at2759	4
K01655	928619at2759	15
K06101	1002566at2759	2
K06101	1134067at2759	2
K06101	168080at2759	20
K06101	290101at2759	1
K06101	360690at2759	5
K06101	507784at2759	56
K03094	1297779at2759	1
K03094	1408197at2759	1
K03094	1412723at2759	106
K03094	1435066at2759	1
K03094	1499836at2759	1
K03094	1538795at2759	26
K03094	1641141at2759	2
K03094	598021at2759	1
K03094	788811at2759	1
K03094	987444at2759	6
K06456	1095487at2759	129
K06456	329279at2759	2
K18225		
K07375	1027299at2759	68
K07375	1166669at2759	27
K07375	1209165at2759	85
K07375	514396at2759	159
K07375	687389at2759	31
K07375	962471at2759	126
K04838	172471at2759	248
K04838	56920at2759	61
K04838	920162at2759	4
K04276	966250at2759	13
K15303	1106773at2759	47
K15303	1226539at2759	19
K15303	575025at2759	1
K15303	706185at2759	5
K15303	743814at2759	16
K20326		
K23512		
K10571	603320at2759	17
K14198		
K12295		
K16375		
K17084	248494at2759	31
K19796		
K03038	1275837at2759	24
K25879		
K01555	980065at2759	23
K01511	1337265at2759	127
K01511	1537610at2759	27
K03200		
K16438		
K16957		
K05290	1259741at2759	28
K22288	357340at2759	85
K22288	98668at2759	40
K02252		
K25768		
K01562	977776at2759	26
K08606	241999at2759	26
K08606	681837at2759	176
K10074	1201127at2759	83
K05171	1109920at2759	25
K22783		
K14456	1347007at2759	79
K07693		
K24803		
K25522		
K00184		
K05341		
K10228		
K10772	1275401at2759	343
K10772	1352540at2759	20
K02206	1010560at2759	133
K02206	1012173at2759	1
K02206	1367115at2759	37
K02206	741207at2759	243
K23840		
K12847	236088at2759	29
K12847	931188at2759	26
